fan_id,household_id,fan_segment,city,state,acquisition_channel,total_orders,total_tickets,total_revenue,group_orders,group_tickets,group_revenue,avg_tickets_per_order,group_sales_score,upgrade_potential_score,days_since_last_game,email_opt_in,sms_opt_in,recommended_crm_action,group_sales_priority,recommended_contact_channel
FAN0050533,HH0050533,group_buyer,Huntsville,AL,website,1,29,407.32,1,29,407.32,29.00,66,40,463,1,1,Group Sales Follow-Up,Priority 2: Group Package Offer,Email
FAN0056490,HH0056490,group_buyer,Decatur,AL,community_event,2,30,406.98,2,30,406.98,15.00,66,66,414,1,0,Group Sales Follow-Up,Priority 3: Nurture,Email
FAN0102086,HH0102086,group_buyer,Athens,AL,community_event,1,30,406.82,1,30,406.82,30.00,66,31,0,0,0,Group Sales Follow-Up,Priority 2: Group Package Offer,Rep Call / Manual Research
FAN0037678,HH0037678,group_buyer,Harvest,AL,community_event,1,32,406.27,1,32,406.27,32.00,66,42,519,1,0,Group Sales Follow-Up,Priority 2: Group Package Offer,Email
FAN0058080,HH0058080,group_buyer,Nashville,TN,group_sales_rep,1,29,406.02,1,29,406.02,29.00,66,30,431,0,1,Group Sales Follow-Up,Priority 2: Group Package Offer,SMS
FAN0020568,HH0020568,group_buyer,Chattanooga,TN,community_event,2,28,406.01,2,28,406.01,14.00,66,65,2,1,0,Group Sales Follow-Up,Priority 3: Nurture,Email
FAN0059780,HH0059780,group_buyer,Huntsville,AL,community_event,2,29,405.78,2,29,405.78,14.50,66,65,2,1,1,Group Sales Follow-Up,Priority 3: Nurture,Email
FAN0029094,HH0029094,group_buyer,Huntsville,AL,group_sales_rep,1,28,405.56,1,28,405.56,28.00,66,40,764,1,0,Group Sales Follow-Up,Priority 2: Group Package Offer,Email
FAN0059447,HH0059447,group_buyer,Athens,AL,group_sales_rep,1,30,405.01,1,30,405.01,30.00,66,41,428,1,1,Group Sales Follow-Up,Priority 2: Group Package Offer,Email
FAN0068236,HH0068236,group_buyer,Madison,AL,website,1,31,404.39,1,31,404.39,31.00,66,41,376,1,1,Group Sales Follow-Up,Priority 2: Group Package Offer,Email
FAN0097649,HH0097649,group_buyer,Madison,AL,website,1,29,403.32,1,29,403.32,29.00,66,40,17,1,1,Group Sales Follow-Up,Priority 2: Group Package Offer,Email
FAN0018160,HH0018160,group_buyer,Huntsville,AL,group_sales_rep,2,28,403.25,2,28,403.25,14.00,66,65,479,1,0,Group Sales Follow-Up,Priority 3: Nurture,Email
FAN0045523,HH0045523,group_buyer,Decatur,AL,group_sales_rep,1,30,402.43,1,30,402.43,30.00,66,41,481,1,1,Group Sales Follow-Up,Priority 2: Group Package Offer,Email
FAN0091178,HH0091178,group_buyer,Madison,AL,website,1,31,402.22,1,31,402.22,31.00,66,41,56,1,0,Group Sales Follow-Up,Priority 2: Group Package Offer,Email
FAN0089412,HH0089412,group_buyer,Huntsville,AL,group_sales_rep,1,30,401.84,1,30,401.84,30.00,66,31,73,0,0,Group Sales Follow-Up,Priority 2: Group Package Offer,Rep Call / Manual Research
FAN0072695,HH0072695,group_buyer,Huntsville,AL,website,1,28,400.76,1,28,400.76,28.00,66,30,89,0,0,Group Sales Follow-Up,Priority 2: Group Package Offer,Rep Call / Manual Research
FAN0031742,HH0031742,group_buyer,Huntsville,AL,website,1,28,400.65,1,28,400.65,28.00,66,40,750,1,1,Group Sales Follow-Up,Priority 2: Group Package Offer,Email
FAN0086536,HH0086536,group_buyer,Madison,AL,website,1,31,400.46,1,31,400.46,31.00,66,41,87,1,1,Group Sales Follow-Up,Priority 2: Group Package Offer,Email
FAN0049921,HH0049921,group_buyer,Athens,AL,community_event,2,29,400.43,2,29,400.43,14.50,66,65,75,1,0,Group Sales Follow-Up,Priority 3: Nurture,Email
FAN0099033,HH0099033,group_buyer,Huntsville,AL,website,1,30,400.18,1,30,400.18,30.00,66,31,15,0,0,Group Sales Follow-Up,Priority 2: Group Package Offer,Rep Call / Manual Research
FAN0096961,HH0096961,group_buyer,Huntsville,AL,group_sales_rep,1,29,400.02,1,29,400.02,29.00,66,40,19,1,0,Group Sales Follow-Up,Priority 2: Group Package Offer,Email
FAN0100749,HH0100749,group_buyer,Huntsville,AL,group_sales_rep,1,30,399.96,1,30,399.96,30.00,66,41,3,1,1,Group Sales Follow-Up,Priority 2: Group Package Offer,Email
FAN0049013,HH0049013,group_buyer,Madison,AL,community_event,1,28,399.86,1,28,399.86,28.00,66,40,466,1,1,Group Sales Follow-Up,Priority 2: Group Package Offer,Email
FAN0089848,HH0089848,group_buyer,Huntsville,AL,group_sales_rep,1,30,399.67,1,30,399.67,30.00,66,41,73,1,0,Group Sales Follow-Up,Priority 2: Group Package Offer,Email
FAN0064668,HH0064668,group_buyer,Madison,AL,group_sales_rep,1,30,398.45,1,30,398.45,30.00,66,41,400,1,1,Group Sales Follow-Up,Priority 2: Group Package Offer,Email
FAN0102477,HH0102477,group_buyer,Madison,AL,group_sales_rep,1,29,397.85,1,29,397.85,29.00,66,40,0,1,0,Group Sales Follow-Up,Priority 2: Group Package Offer,Email
FAN0100677,HH0100677,group_buyer,Madison,AL,website,1,31,397.33,1,31,397.33,31.00,66,41,3,1,0,Group Sales Follow-Up,Priority 2: Group Package Offer,Email
FAN0066759,HH0066759,group_buyer,Huntsville,AL,group_sales_rep,2,30,395.43,2,30,395.43,15.00,66,66,378,1,0,Group Sales Follow-Up,Priority 3: Nurture,Email
FAN0076243,HH0076243,group_buyer,Madison,AL,group_sales_rep,1,29,395.16,1,29,395.16,29.00,66,40,142,1,0,Group Sales Follow-Up,Priority 2: Group Package Offer,Email
FAN0068367,HH0068367,group_buyer,Huntsville,AL,community_event,1,31,394.93,1,31,394.93,31.00,66,41,376,1,0,Group Sales Follow-Up,Priority 2: Group Package Offer,Email
FAN0067729,HH0067729,group_buyer,Huntsville,AL,group_sales_rep,1,28,394.58,1,28,394.58,28.00,66,40,378,1,0,Group Sales Follow-Up,Priority 2: Group Package Offer,Email
FAN0080846,HH0080846,group_buyer,Huntsville,AL,community_event,1,30,394.31,1,30,394.31,30.00,66,41,109,1,0,Group Sales Follow-Up,Priority 2: Group Package Offer,Email
FAN0045082,HH0045082,group_buyer,Athens,AL,community_event,1,29,394.13,1,29,394.13,29.00,66,40,490,1,0,Group Sales Follow-Up,Priority 2: Group Package Offer,Email
FAN0019667,HH0019667,group_buyer,Huntsville,AL,website,2,29,393.94,2,29,393.94,14.50,66,65,735,1,1,Group Sales Follow-Up,Priority 3: Nurture,Email
FAN0078007,HH0078007,group_buyer,Huntsville,AL,website,1,30,392.72,1,30,392.72,30.00,66,40,140,1,0,Group Sales Follow-Up,Priority 2: Group Package Offer,Email
FAN0048785,HH0048785,group_buyer,Huntsville,AL,community_event,1,31,392.68,1,31,392.68,31.00,66,41,467,1,0,Group Sales Follow-Up,Priority 2: Group Package Offer,Email
FAN0086570,HH0086570,group_buyer,Athens,AL,website,1,28,392.67,1,28,392.67,28.00,66,39,87,1,1,Group Sales Follow-Up,Priority 2: Group Package Offer,Email
FAN0054778,HH0054778,group_buyer,Huntsville,AL,community_event,1,29,392.25,1,29,392.25,29.00,66,30,448,0,0,Group Sales Follow-Up,Priority 2: Group Package Offer,Rep Call / Manual Research
FAN0088628,HH0088628,group_buyer,Madison,AL,group_sales_rep,1,31,391.61,1,31,391.61,31.00,66,41,75,1,0,Group Sales Follow-Up,Priority 2: Group Package Offer,Email
FAN0070164,HH0070164,group_buyer,Harvest,AL,group_sales_rep,1,28,391.59,1,28,391.59,28.00,66,39,372,1,1,Group Sales Follow-Up,Priority 2: Group Package Offer,Email
FAN0094126,HH0094126,group_buyer,Madison,AL,community_event,1,31,391.17,1,31,391.17,31.00,66,41,42,1,0,Group Sales Follow-Up,Priority 2: Group Package Offer,Email
FAN0097797,HH0097797,group_buyer,Nashville,TN,community_event,2,28,391.05,2,28,391.05,14.00,66,54,17,0,0,Group Sales Follow-Up,Priority 3: Nurture,Rep Call / Manual Research
FAN0069914,HH0069914,group_buyer,Chattanooga,TN,website,1,31,390.70,1,31,390.70,31.00,66,41,372,1,1,Group Sales Follow-Up,Priority 2: Group Package Offer,Email
FAN0017372,HH0017372,group_buyer,Madison,AL,group_sales_rep,2,28,389.95,2,28,389.95,14.00,66,64,490,1,0,Group Sales Follow-Up,Priority 3: Nurture,Email
FAN0049365,HH0049365,group_buyer,Madison,AL,community_event,2,28,389.94,2,28,389.94,14.00,66,64,87,1,0,Group Sales Follow-Up,Priority 3: Nurture,Email
FAN0006379,HH0006379,group_buyer,Huntsville,AL,website,2,29,388.91,2,29,388.91,14.50,66,65,801,1,1,Group Sales Follow-Up,Priority 3: Nurture,Email
FAN0100325,HH0100325,group_buyer,Madison,AL,website,1,30,388.51,1,30,388.51,30.00,66,40,4,1,0,Group Sales Follow-Up,Priority 2: Group Package Offer,Email
FAN0057799,HH0057799,group_buyer,Madison,AL,group_sales_rep,1,29,388.42,1,29,388.42,29.00,66,40,432,1,1,Group Sales Follow-Up,Priority 2: Group Package Offer,Email
FAN0061622,HH0061622,group_buyer,Harvest,AL,website,1,28,388.00,1,28,388.00,28.00,66,39,414,1,0,Group Sales Follow-Up,Priority 2: Group Package Offer,Email
FAN0072813,HH0072813,group_buyer,Huntsville,AL,community_event,1,29,387.67,1,29,387.67,29.00,66,40,89,1,0,Group Sales Follow-Up,Priority 2: Group Package Offer,Email
FAN0048080,HH0048080,group_buyer,Birmingham,AL,website,1,29,387.60,1,29,387.60,29.00,66,40,476,1,0,Group Sales Follow-Up,Priority 2: Group Package Offer,Email
FAN0002837,HH0002837,group_buyer,Athens,AL,group_sales_rep,2,28,386.10,2,28,386.10,14.00,66,54,803,0,1,Group Sales Follow-Up,Priority 3: Nurture,SMS
FAN0010216,HH0010216,group_buyer,Decatur,AL,group_sales_rep,2,28,384.72,2,28,384.72,14.00,66,64,764,1,0,Group Sales Follow-Up,Priority 3: Nurture,Email
FAN0002690,HH0002690,group_buyer,Huntsville,AL,group_sales_rep,1,28,383.36,1,28,383.36,28.00,66,29,876,0,1,Group Sales Follow-Up,Priority 2: Group Package Offer,SMS
FAN0088026,HH0088026,group_buyer,Nashville,TN,community_event,1,29,382.16,1,29,382.16,29.00,66,40,85,1,1,Group Sales Follow-Up,Priority 2: Group Package Offer,Email
FAN0074155,HH0074155,group_buyer,Huntsville,AL,group_sales_rep,2,28,381.71,2,28,381.71,14.00,66,64,75,1,0,Group Sales Follow-Up,Priority 3: Nurture,Email
FAN0066720,HH0066720,group_buyer,Decatur,AL,website,1,30,380.11,1,30,380.11,30.00,66,40,380,1,0,Group Sales Follow-Up,Priority 2: Group Package Offer,Email
FAN0098724,HH0098724,group_buyer,Chattanooga,TN,website,1,29,379.59,1,29,379.59,29.00,66,40,15,1,1,Group Sales Follow-Up,Priority 2: Group Package Offer,Email
FAN0087634,HH0087634,group_buyer,Decatur,AL,group_sales_rep,1,28,378.64,1,28,378.64,28.00,66,39,85,1,0,Group Sales Follow-Up,Priority 2: Group Package Offer,Email
FAN0037531,HH0037531,group_buyer,Athens,AL,group_sales_rep,1,29,375.14,1,29,375.14,29.00,66,40,519,1,0,Group Sales Follow-Up,Priority 2: Group Package Offer,Email
FAN0009370,HH0009370,group_buyer,Madison,AL,group_sales_rep,2,28,374.71,2,28,374.71,14.00,66,64,844,1,0,Group Sales Follow-Up,Priority 3: Nurture,Email
FAN0019744,HH0019744,group_buyer,Meridianville,AL,group_sales_rep,1,29,374.46,1,29,374.46,29.00,66,39,803,1,0,Group Sales Follow-Up,Priority 2: Group Package Offer,Email
FAN0054351,HH0054351,group_buyer,Birmingham,AL,group_sales_rep,1,29,374.04,1,29,374.04,29.00,66,39,449,1,0,Group Sales Follow-Up,Priority 2: Group Package Offer,Email
FAN0077363,HH0077363,group_buyer,Athens,AL,website,1,29,373.85,1,29,373.85,29.00,66,39,141,1,0,Group Sales Follow-Up,Priority 2: Group Package Offer,Email
FAN0059868,HH0059868,group_buyer,Harvest,AL,group_sales_rep,1,28,373.78,1,28,373.78,28.00,66,39,427,1,0,Group Sales Follow-Up,Priority 2: Group Package Offer,Email
FAN0071142,HH0071142,group_buyer,Athens,AL,website,1,28,373.65,1,28,373.65,28.00,66,39,371,1,1,Group Sales Follow-Up,Priority 2: Group Package Offer,Email
FAN0050469,HH0050469,group_buyer,Florence,AL,group_sales_rep,1,28,373.03,1,28,373.03,28.00,66,39,463,1,0,Group Sales Follow-Up,Priority 2: Group Package Offer,Email
FAN0055506,HH0055506,group_buyer,Huntsville,AL,group_sales_rep,1,29,370.23,1,29,370.23,29.00,66,39,437,1,1,Group Sales Follow-Up,Priority 2: Group Package Offer,Email
FAN0019147,HH0019147,group_buyer,Madison,AL,community_event,1,28,370.05,1,28,370.05,28.00,66,29,813,0,0,Group Sales Follow-Up,Priority 2: Group Package Offer,Rep Call / Manual Research
FAN0048416,HH0048416,group_buyer,Madison,AL,website,1,28,368.83,1,28,368.83,28.00,66,39,476,1,1,Group Sales Follow-Up,Priority 2: Group Package Offer,Email
FAN0089282,HH0089282,group_buyer,Huntsville,AL,website,1,28,367.65,1,28,367.65,28.00,66,39,74,1,0,Group Sales Follow-Up,Priority 2: Group Package Offer,Email
FAN0076250,HH0076250,group_buyer,Nashville,TN,group_sales_rep,1,28,367.17,1,28,367.17,28.00,66,39,142,1,0,Group Sales Follow-Up,Priority 2: Group Package Offer,Email
FAN0009738,HH0009738,group_buyer,Madison,AL,group_sales_rep,1,28,361.31,1,28,361.31,28.00,66,39,848,1,0,Group Sales Follow-Up,Priority 2: Group Package Offer,Email
FAN0020043,HH0020043,group_buyer,Madison,AL,group_sales_rep,1,28,360.20,1,28,360.20,28.00,66,39,803,1,1,Group Sales Follow-Up,Priority 2: Group Package Offer,Email
FAN0014442,HH0014442,group_buyer,Madison,AL,website,1,28,356.16,1,28,356.16,28.00,66,38,830,1,0,Group Sales Follow-Up,Priority 2: Group Package Offer,Email
FAN0099057,HH0099057,group_buyer,Huntsville,AL,community_event,1,28,354.97,1,28,354.97,28.00,66,38,15,1,0,Group Sales Follow-Up,Priority 2: Group Package Offer,Email
FAN0070084,HH0070084,group_buyer,Madison,AL,group_sales_rep,1,28,353.11,1,28,353.11,28.00,66,38,372,1,1,Group Sales Follow-Up,Priority 2: Group Package Offer,Email
FAN0073984,HH0073984,corporate_group,Athens,AL,group_sales_rep,1,27,581.45,1,27,581.45,27.00,65,44,156,1,0,Group Sales Follow-Up,Priority 2: Group Package Offer,Email
FAN0090214,HH0090214,corporate_group,Madison,AL,group_sales_rep,1,27,571.22,1,27,571.22,27.00,65,34,73,0,0,Group Sales Follow-Up,Priority 2: Group Package Offer,Rep Call / Manual Research
FAN0041652,HH0041652,corporate_group,Meridianville,AL,ticket_rep,1,26,564.07,1,26,564.07,26.00,65,43,504,1,1,Group Sales Follow-Up,Priority 2: Group Package Offer,Email
FAN0057004,HH0057004,corporate_group,Birmingham,AL,group_sales_rep,1,27,561.96,1,27,561.96,27.00,65,43,435,1,1,Group Sales Follow-Up,Priority 2: Group Package Offer,Email
FAN0067064,HH0067064,corporate_group,Madison,AL,group_sales_rep,1,27,541.47,1,27,541.47,27.00,65,33,379,0,0,Group Sales Follow-Up,Priority 2: Group Package Offer,Rep Call / Manual Research
FAN0077894,HH0077894,corporate_group,Huntsville,AL,group_sales_rep,1,27,540.07,1,27,540.07,27.00,65,43,140,1,0,Group Sales Follow-Up,Priority 2: Group Package Offer,Email
FAN0073940,HH0073940,corporate_group,Madison,AL,sponsorship_relationship,1,25,537.94,1,25,537.94,25.00,65,42,156,1,0,Group Sales Follow-Up,Priority 2: Group Package Offer,Email
FAN0034844,HH0034844,corporate_group,Madison,AL,ticket_rep,1,27,528.10,1,27,528.10,27.00,65,43,736,1,0,Group Sales Follow-Up,Priority 2: Group Package Offer,Email
FAN0093315,HH0093315,corporate_group,Madison,AL,group_sales_rep,1,23,511.69,1,23,511.69,23.00,65,40,43,1,1,Group Sales Follow-Up,Priority 2: Group Package Offer,Email
FAN0099285,HH0099285,corporate_group,Madison,AL,ticket_rep,2,24,511.18,2,24,511.18,12.00,65,66,4,1,1,Group Sales Follow-Up,Priority 3: Nurture,Email
FAN0099276,HH0099276,corporate_group,Huntsville,AL,ticket_rep,1,23,505.43,1,23,505.43,23.00,65,30,15,0,1,Group Sales Follow-Up,Priority 2: Group Package Offer,SMS
FAN0018779,HH0018779,corporate_group,Meridianville,AL,sponsorship_relationship,1,23,499.60,1,23,499.60,23.00,65,40,813,1,0,Group Sales Follow-Up,Priority 2: Group Package Offer,Email
FAN0097877,HH0097877,corporate_group,Madison,AL,group_sales_rep,1,25,496.32,1,25,496.32,25.00,65,41,17,1,0,Group Sales Follow-Up,Priority 2: Group Package Offer,Email
FAN0050361,HH0050361,corporate_group,Huntsville,AL,ticket_rep,1,24,489.60,1,24,489.60,24.00,65,40,463,1,0,Group Sales Follow-Up,Priority 2: Group Package Offer,Email
FAN0091421,HH0091421,corporate_group,Huntsville,AL,group_sales_rep,1,26,489.54,1,26,489.54,26.00,65,41,56,1,1,Group Sales Follow-Up,Priority 2: Group Package Offer,Email
FAN0063471,HH0063471,corporate_group,Huntsville,AL,sponsorship_relationship,1,26,471.77,1,26,471.77,26.00,65,41,401,1,0,Group Sales Follow-Up,Priority 2: Group Package Offer,Email
FAN0088642,HH0088642,corporate_group,Huntsville,AL,ticket_rep,1,24,454.40,1,24,454.40,24.00,65,39,75,1,1,Group Sales Follow-Up,Priority 2: Group Package Offer,Email
FAN0031626,HH0031626,corporate_group,Madison,AL,sponsorship_relationship,1,24,450.71,1,24,450.71,24.00,65,39,750,1,0,Group Sales Follow-Up,Priority 2: Group Package Offer,Email
FAN0088969,HH0088969,corporate_group,Chattanooga,TN,group_sales_rep,1,23,445.85,1,23,445.85,23.00,65,38,75,1,1,Group Sales Follow-Up,Priority 2: Group Package Offer,Email
FAN0089616,HH0089616,corporate_group,Madison,AL,group_sales_rep,1,23,444.41,1,23,444.41,23.00,65,38,73,1,0,Group Sales Follow-Up,Priority 2: Group Package Offer,Email
FAN0091212,HH0091212,corporate_group,Athens,AL,sponsorship_relationship,1,24,439.90,1,24,439.90,24.00,65,39,56,1,0,Group Sales Follow-Up,Priority 2: Group Package Offer,Email
FAN0098923,HH0098923,corporate_group,Huntsville,AL,group_sales_rep,1,23,436.74,1,23,436.74,23.00,65,38,15,1,0,Group Sales Follow-Up,Priority 2: Group Package Offer,Email
FAN0008131,HH0008131,group_buyer,Athens,AL,website,1,27,421.57,1,27,421.57,27.00,65,30,851,0,0,Group Sales Follow-Up,Priority 2: Group Package Offer,Rep Call / Manual Research
FAN0028082,HH0028082,group_buyer,Madison,AL,community_event,1,27,415.68,1,27,415.68,27.00,65,40,765,1,0,Group Sales Follow-Up,Priority 2: Group Package Offer,Email
FAN0097883,HH0097883,group_buyer,Decatur,AL,group_sales_rep,1,27,411.89,1,27,411.89,27.00,65,39,17,1,0,Group Sales Follow-Up,Priority 2: Group Package Offer,Email
FAN0083006,HH0083006,group_buyer,Athens,AL,website,1,27,408.53,1,27,408.53,27.00,65,39,105,1,1,Group Sales Follow-Up,Priority 2: Group Package Offer,Email
FAN0093351,HH0093351,group_buyer,Madison,AL,community_event,1,26,407.20,1,26,407.20,26.00,65,39,43,1,0,Group Sales Follow-Up,Priority 2: Group Package Offer,Email
FAN0050564,HH0050564,group_buyer,Huntsville,AL,group_sales_rep,1,27,406.70,1,27,406.70,27.00,65,39,463,1,1,Group Sales Follow-Up,Priority 2: Group Package Offer,Email
FAN0054180,HH0054180,group_buyer,Huntsville,AL,website,1,26,406.56,1,26,406.56,26.00,65,39,449,1,1,Group Sales Follow-Up,Priority 2: Group Package Offer,Email
FAN0101210,HH0101210,group_buyer,Madison,AL,community_event,1,26,405.72,1,26,405.72,26.00,65,39,2,1,0,Group Sales Follow-Up,Priority 2: Group Package Offer,Email
FAN0046128,HH0046128,group_buyer,Athens,AL,group_sales_rep,1,26,405.44,1,26,405.44,26.00,65,29,480,0,1,Group Sales Follow-Up,Priority 2: Group Package Offer,SMS
FAN0063523,HH0063523,group_buyer,Madison,AL,website,1,27,405.08,1,27,405.08,27.00,65,39,401,1,0,Group Sales Follow-Up,Priority 2: Group Package Offer,Email
FAN0031889,HH0031889,group_buyer,Huntsville,AL,community_event,1,26,405.01,1,26,405.01,26.00,65,39,750,1,0,Group Sales Follow-Up,Priority 2: Group Package Offer,Email
FAN0033112,HH0033112,group_buyer,Huntsville,AL,group_sales_rep,1,26,404.87,1,26,404.87,26.00,65,39,740,1,0,Group Sales Follow-Up,Priority 2: Group Package Offer,Email
FAN0041608,HH0041608,group_buyer,Florence,AL,group_sales_rep,1,26,404.16,1,26,404.16,26.00,65,39,504,1,0,Group Sales Follow-Up,Priority 2: Group Package Offer,Email
FAN0100837,HH0100837,group_buyer,Athens,AL,group_sales_rep,1,27,403.17,1,27,403.17,27.00,65,29,3,0,0,Group Sales Follow-Up,Priority 2: Group Package Offer,Rep Call / Manual Research
FAN0096913,HH0096913,group_buyer,Chattanooga,TN,community_event,1,27,402.29,1,27,402.29,27.00,65,39,19,1,1,Group Sales Follow-Up,Priority 2: Group Package Offer,Email
FAN0102460,HH0102460,group_buyer,Huntsville,AL,website,1,26,402.13,1,26,402.13,26.00,65,39,0,1,0,Group Sales Follow-Up,Priority 2: Group Package Offer,Email
FAN0014146,HH0014146,group_buyer,Florence,AL,group_sales_rep,1,26,400.19,1,26,400.19,26.00,65,39,831,1,0,Group Sales Follow-Up,Priority 2: Group Package Offer,Email
FAN0068073,HH0068073,group_buyer,Birmingham,AL,website,1,27,399.97,1,27,399.97,27.00,65,39,378,1,1,Group Sales Follow-Up,Priority 2: Group Package Offer,Email
FAN0049726,HH0049726,group_buyer,Huntsville,AL,community_event,1,26,398.72,1,26,398.72,26.00,65,39,464,1,0,Group Sales Follow-Up,Priority 2: Group Package Offer,Email
FAN0011557,HH0011557,group_buyer,Madison,AL,group_sales_rep,2,26,398.56,2,26,398.56,13.00,65,64,830,1,0,Group Sales Follow-Up,Priority 3: Nurture,Email
FAN0087704,HH0087704,group_buyer,Huntsville,AL,group_sales_rep,1,27,398.41,1,27,398.41,27.00,65,39,85,1,1,Group Sales Follow-Up,Priority 2: Group Package Offer,Email
FAN0091448,HH0091448,group_buyer,Madison,AL,website,1,27,397.89,1,27,397.89,27.00,65,39,47,1,1,Group Sales Follow-Up,Priority 2: Group Package Offer,Email
FAN0026400,HH0026400,group_buyer,Madison,AL,website,1,26,397.09,1,26,397.09,26.00,65,39,778,1,1,Group Sales Follow-Up,Priority 2: Group Package Offer,Email
FAN0089016,HH0089016,group_buyer,Decatur,AL,website,1,27,396.36,1,27,396.36,27.00,65,39,74,1,1,Group Sales Follow-Up,Priority 2: Group Package Offer,Email
