follow_up_id,opportunity_id,fan_id,account_id,game_id,assigned_team,assigned_owner,suggested_action,priority_score,priority_band,due_date,status,outcome,synthetic_data_flag
FUP_00010494,OPP_00012820,FAN_010972,,TP_2024_011,service,Service Rep A,Send service-focused recovery message with next-game offer,100,High,2024-07-28,open,,True
FUP_00010495,OPP_00033370,FAN_029002,,TP_2025_029,service,Service Rep B,Send service-focused recovery message with next-game offer,100,High,2025-06-14,open,,True
FUP_00010496,OPP_00050498,FAN_044293,,TP_2025_031,service,Service Rep A,Send service-focused recovery message with next-game offer,100,High,2025-06-16,open,,True
FUP_00010497,OPP_00027979,FAN_024156,,TP_2023_056,service,Service Rep B,Send service-focused recovery message with next-game offer,100,High,2023-08-15,open,,True
FUP_00010498,OPP_00014839,FAN_012666,,TP_2024_034,service,Service Rep A,Send service-focused recovery message with next-game offer,100,High,2024-06-24,open,,True
FUP_00010499,OPP_00030730,FAN_026648,,TP_2024_025,service,Service Rep B,Send service-focused recovery message with next-game offer,100,High,2024-09-02,open,,True
FUP_00010500,OPP_00045914,FAN_040144,,TP_2025_068,service,Service Rep A,Send service-focused recovery message with next-game offer,100,High,2025-09-26,open,,True
FUP_00010501,OPP_00040625,FAN_035479,,TP_2024_065,service,Service Rep B,Send service-focused recovery message with next-game offer,100,High,2024-09-07,open,,True
FUP_00010502,OPP_00039669,FAN_034638,,TP_2024_029,service,Service Rep A,Send service-focused recovery message with next-game offer,100,High,2024-07-13,open,,True
FUP_00010503,OPP_00034175,FAN_029713,,TP_2024_024,service,Service Rep B,Send service-focused recovery message with next-game offer,100,High,2025-08-05,open,,True
FUP_00010504,OPP_00034774,FAN_030275,,TP_2025_049,service,Service Rep A,Send service-focused recovery message with next-game offer,100,High,2025-08-04,open,,True
FUP_00010505,OPP_00033424,FAN_029045,,TP_2023_036,service,Service Rep B,Send service-focused recovery message with next-game offer,100,High,2024-05-23,open,,True
FUP_00010506,OPP_00043957,FAN_038404,,TP_2025_014,service,Service Rep A,Send service-focused recovery message with next-game offer,100,High,2025-05-05,open,,True
FUP_00010507,OPP_00043958,FAN_038404,,,sales,Sales Rep B,Route to sales for premium or mini-plan upgrade conversation,100,High,2025-05-05,open,,True
FUP_00010508,OPP_00012793,FAN_010946,,TP_2025_069,service,Service Rep A,Send service-focused recovery message with next-game offer,100,High,2025-09-17,open,,True
FUP_00010509,OPP_00026668,FAN_023032,,TP_2023_055,service,Service Rep B,Send service-focused recovery message with next-game offer,100,High,2025-08-03,open,,True
FUP_00010510,OPP_00015329,FAN_013092,,TP_2025_022,service,Service Rep A,Send service-focused recovery message with next-game offer,100,High,2025-05-30,open,,True
FUP_00010511,OPP_00008774,FAN_007567,,TP_2024_034,service,Service Rep B,Send service-focused recovery message with next-game offer,100,High,2025-07-21,open,,True
FUP_00010512,OPP_00013054,FAN_011161,,TP_2024_031,service,Service Rep A,Send service-focused recovery message with next-game offer,100,High,2024-06-21,open,,True
FUP_00010513,OPP_00049603,FAN_043495,,TP_2025_063,service,Service Rep B,Send service-focused recovery message with next-game offer,100,High,2025-09-03,open,,True
FUP_00010514,OPP_00044469,FAN_038849,,TP_2025_009,service,Service Rep A,Send service-focused recovery message with next-game offer,100,High,2025-07-05,open,,True
FUP_00010515,OPP_00033100,FAN_028768,,TP_2025_024,service,Service Rep B,Send service-focused recovery message with next-game offer,100,High,2025-06-01,open,,True
FUP_00010516,OPP_00021497,FAN_018435,,TP_2023_022,service,Service Rep A,Send service-focused recovery message with next-game offer,100,High,2023-06-05,open,,True
FUP_00010517,OPP_00021683,FAN_018579,,TP_2025_066,service,Service Rep B,Send service-focused recovery message with next-game offer,100,High,2025-09-18,open,,True
FUP_00010518,OPP_00009834,FAN_008459,,TP_2023_047,service,Service Rep A,Send service-focused recovery message with next-game offer,100,High,2023-08-02,open,,True
FUP_00010519,OPP_00026583,FAN_022951,,TP_2025_058,service,Service Rep B,Send service-focused recovery message with next-game offer,100,High,2025-09-02,open,,True
FUP_00010520,OPP_00003404,FAN_002873,,TP_2023_039,service,Service Rep A,Send service-focused recovery message with next-game offer,100,High,2024-06-25,open,,True
FUP_00010521,OPP_00045655,FAN_039895,,TP_2023_060,service,Service Rep B,Send service-focused recovery message with next-game offer,100,High,2025-04-14,open,,True
FUP_00010522,OPP_00020097,FAN_017210,,TP_2024_045,service,Service Rep A,Send service-focused recovery message with next-game offer,100,High,2024-07-17,open,,True
FUP_00010523,OPP_00034518,FAN_030016,,TP_2024_061,service,Service Rep B,Send service-focused recovery message with next-game offer,100,High,2024-09-10,open,,True
FUP_00010524,OPP_00029059,FAN_025142,,TP_2025_040,service,Service Rep A,Send service-focused recovery message with next-game offer,100,High,2025-07-04,open,,True
FUP_00010525,OPP_00011965,FAN_010245,,TP_2025_063,service,Service Rep B,Send service-focused recovery message with next-game offer,100,High,2025-09-03,open,,True
FUP_00010526,OPP_00014988,FAN_012800,,TP_2025_060,service,Service Rep A,Send service-focused recovery message with next-game offer,100,High,2025-09-16,open,,True
FUP_00010527,OPP_00017066,FAN_014563,,TP_2024_029,service,Service Rep B,Send service-focused recovery message with next-game offer,100,High,2024-06-11,open,,True
FUP_00010528,OPP_00042509,FAN_037138,,TP_2023_027,service,Service Rep A,Send service-focused recovery message with next-game offer,100,High,2023-05-31,open,,True
FUP_00010529,OPP_00011466,FAN_009838,,TP_2024_037,service,Service Rep B,Send service-focused recovery message with next-game offer,100,High,2025-09-25,open,,True
FUP_00010530,OPP_00010684,FAN_009155,,TP_2025_021,service,Service Rep A,Send service-focused recovery message with next-game offer,100,High,2025-05-14,open,,True
FUP_00010531,OPP_00004701,FAN_004002,,TP_2023_050,service,Service Rep B,Send service-focused recovery message with next-game offer,100,High,2025-09-17,open,,True
FUP_00010532,OPP_00038284,FAN_033399,,TP_2025_040,service,Service Rep A,Send service-focused recovery message with next-game offer,100,High,2025-07-04,open,,True
FUP_00010533,OPP_00021904,FAN_018782,,TP_2025_019,service,Service Rep B,Send service-focused recovery message with next-game offer,100,High,2025-05-12,open,,True
FUP_00010534,OPP_00008790,FAN_007583,,TP_2025_032,service,Service Rep A,Send service-focused recovery message with next-game offer,100,High,2025-06-25,open,,True
FUP_00010535,OPP_00019036,FAN_016263,,TP_2023_022,service,Service Rep B,Send service-focused recovery message with next-game offer,100,High,2025-04-16,open,,True
FUP_00010536,OPP_00039225,FAN_034247,,TP_2024_001,service,Service Rep A,Send service-focused recovery message with next-game offer,100,High,2025-09-12,open,,True
FUP_00010537,OPP_00019345,FAN_016529,,TP_2025_047,service,Service Rep B,Send service-focused recovery message with next-game offer,100,High,2025-08-07,open,,True
FUP_00010538,OPP_00019346,FAN_016529,,,sales,Business Development Rep,Route to sales for premium or mini-plan upgrade conversation,100,High,2025-08-07,open,,True
FUP_00010539,OPP_00050081,FAN_043916,,TP_2025_054,service,Service Rep B,Send service-focused recovery message with next-game offer,100,High,2025-08-17,open,,True
FUP_00010540,OPP_00011954,FAN_010237,,TP_2023_001,service,Service Rep A,Send service-focused recovery message with next-game offer,100,High,2023-04-19,open,,True
FUP_00010541,OPP_00005888,FAN_005042,,TP_2023_066,service,Service Rep B,Send service-focused recovery message with next-game offer,100,High,2024-09-11,open,,True
FUP_00010542,OPP_00009880,FAN_008493,,TP_2023_007,service,Service Rep A,Send service-focused recovery message with next-game offer,100,High,2023-04-29,open,,True
FUP_00010543,OPP_00009882,FAN_008493,,,sales,Sales Rep B,Route to sales for premium or mini-plan upgrade conversation,100,High,2023-04-29,open,,True
FUP_00010544,OPP_00017166,FAN_014659,,TP_2023_016,service,Service Rep A,Send service-focused recovery message with next-game offer,100,High,2023-05-19,open,,True
FUP_00010545,OPP_00025222,FAN_021785,,TP_2023_001,service,Service Rep B,Send service-focused recovery message with next-game offer,100,High,2025-08-06,open,,True
FUP_00010546,OPP_00015138,FAN_012923,,TP_2025_066,service,Service Rep A,Send service-focused recovery message with next-game offer,100,High,2025-09-19,open,,True
FUP_00010547,OPP_00032796,FAN_028468,,TP_2025_064,service,Service Rep B,Send service-focused recovery message with next-game offer,100,High,2025-09-20,open,,True
FUP_00010548,OPP_00009475,FAN_008152,,TP_2025_061,service,Service Rep A,Send service-focused recovery message with next-game offer,100,High,2025-09-01,open,,True
FUP_00010549,OPP_00028582,FAN_024711,,TP_2023_021,service,Service Rep B,Send service-focused recovery message with next-game offer,100,High,2024-09-11,open,,True
FUP_00010550,OPP_00038268,FAN_033386,,TP_2025_050,service,Service Rep A,Send service-focused recovery message with next-game offer,100,High,2025-08-05,open,,True
FUP_00010551,OPP_00032177,FAN_027922,,TP_2023_010,service,Service Rep B,Send service-focused recovery message with next-game offer,100,High,2023-09-01,open,,True
FUP_00010552,OPP_00012537,FAN_010707,,TP_2023_024,service,Service Rep A,Send service-focused recovery message with next-game offer,100,High,2023-06-06,open,,True
FUP_00010553,OPP_00048273,FAN_042313,,TP_2024_053,service,Service Rep B,Send service-focused recovery message with next-game offer,100,High,2024-08-14,open,,True
FUP_00010554,OPP_00001408,FAN_001220,,TP_2025_052,service,Service Rep A,Send service-focused recovery message with next-game offer,100,High,2025-08-15,open,,True
FUP_00010555,OPP_00006306,FAN_005418,,TP_2024_011,service,Service Rep B,Send service-focused recovery message with next-game offer,100,High,2024-09-10,open,,True
FUP_00010556,OPP_00010974,FAN_009386,,TP_2023_049,service,Service Rep A,Send service-focused recovery message with next-game offer,100,High,2023-07-31,open,,True
FUP_00010557,OPP_00021035,FAN_018045,,TP_2024_024,service,Service Rep B,Send service-focused recovery message with next-game offer,100,High,2024-06-04,open,,True
FUP_00010558,OPP_00036581,FAN_031907,,TP_2024_066,service,Service Rep A,Send service-focused recovery message with next-game offer,100,High,2024-09-08,open,,True
FUP_00010559,OPP_00044389,FAN_038789,,TP_2024_049,service,Service Rep B,Send service-focused recovery message with next-game offer,100,High,2024-07-29,open,,True
FUP_00010560,OPP_00038794,FAN_033839,,TP_2024_019,service,Service Rep A,Send service-focused recovery message with next-game offer,100,High,2025-06-23,open,,True
FUP_00010561,OPP_00050650,FAN_044439,,TP_2024_013,service,Service Rep B,Send service-focused recovery message with next-game offer,100,High,2024-05-10,open,,True
FUP_00010562,OPP_00007358,FAN_006352,,TP_2023_023,service,Service Rep A,Send service-focused recovery message with next-game offer,100,High,2025-07-06,open,,True
FUP_00010563,OPP_00006253,FAN_005373,,TP_2023_026,service,Service Rep B,Send service-focused recovery message with next-game offer,100,High,2025-04-26,open,,True
FUP_00010564,OPP_00030651,FAN_026552,,TP_2023_043,service,Service Rep A,Send service-focused recovery message with next-game offer,100,High,2023-07-10,open,,True
FUP_00010565,OPP_00020184,FAN_017293,,TP_2025_008,service,Service Rep B,Send service-focused recovery message with next-game offer,100,High,2025-04-21,open,,True
FUP_00010566,OPP_00036121,FAN_031474,,TP_2023_048,service,Service Rep A,Send service-focused recovery message with next-game offer,100,High,2023-07-30,open,,True
FUP_00010567,OPP_00039092,FAN_034106,,TP_2024_046,service,Service Rep B,Send service-focused recovery message with next-game offer,100,High,2025-07-21,open,,True
FUP_00010568,OPP_00000813,FAN_000682,,TP_2024_017,service,Service Rep A,Send service-focused recovery message with next-game offer,100,High,2024-05-14,open,,True
FUP_00010569,OPP_00050637,FAN_044427,,,sales,Sales Rep A,Route to sales for premium or mini-plan upgrade conversation,100,High,2023-05-16,open,,True
FUP_00010570,OPP_00039134,FAN_034148,,TP_2024_009,service,Service Rep A,Send service-focused recovery message with next-game offer,100,High,2024-04-28,open,,True
FUP_00010571,OPP_00047092,FAN_041133,,TP_2023_051,service,Service Rep B,Send service-focused recovery message with next-game offer,100,High,2023-08-02,open,,True
FUP_00010572,OPP_00048097,FAN_042130,,TP_2025_063,service,Service Rep A,Send service-focused recovery message with next-game offer,100,High,2025-09-16,open,,True
FUP_00010573,OPP_00037144,FAN_032389,,TP_2024_027,service,Service Rep B,Send service-focused recovery message with next-game offer,100,High,2024-09-01,open,,True
FUP_00010574,OPP_00029429,FAN_025471,,TP_2023_013,service,Service Rep A,Send service-focused recovery message with next-game offer,100,High,2023-08-15,open,,True
FUP_00010575,OPP_00035731,FAN_031125,,TP_2025_038,service,Service Rep B,Send service-focused recovery message with next-game offer,100,High,2025-06-24,open,,True
FUP_00010576,OPP_00035733,FAN_031125,,,sales,Sales Rep B,Route to sales for premium or mini-plan upgrade conversation,100,High,2025-06-24,open,,True
FUP_00010577,OPP_00012875,FAN_011018,,TP_2023_031,service,Service Rep B,Send service-focused recovery message with next-game offer,100,High,2023-06-12,open,,True
FUP_00010578,OPP_00051090,FAN_044808,,TP_2025_002,service,Service Rep A,Send service-focused recovery message with next-game offer,100,High,2025-04-14,open,,True
FUP_00010579,OPP_00045268,FAN_039540,,TP_2023_064,service,Service Rep B,Send service-focused recovery message with next-game offer,100,High,2023-09-08,open,,True
FUP_00010580,OPP_00002162,FAN_001854,,TP_2023_007,service,Service Rep A,Send service-focused recovery message with next-game offer,100,High,2023-04-28,open,,True
FUP_00010581,OPP_00039017,FAN_034046,,TP_2023_034,service,Service Rep B,Send service-focused recovery message with next-game offer,100,High,2024-04-16,open,,True
FUP_00010582,OPP_00047142,FAN_041181,,TP_2023_015,service,Service Rep A,Send service-focused recovery message with next-game offer,100,High,2024-06-08,open,,True
